Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,Havane,Option 2,Hand Stitching,,,CF2,,,,deny,manual,1600.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,ChocolateBrown,Option 2,Machine Stitching,,,CF3,,,,deny,manual,1200.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,ChocolateBrown,Option 2,Hand Stitching,,,CF4,,,,deny,manual,1600.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,ClassicBrown,Option 2,Machine Stitching,,,CF5,,,,deny,manual,1200.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,ClassicBrown,Option 2,Hand Stitching,,,CF6,,,,deny,manual,1600.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,Olive,Option 2,Machine Stitching,,,CF7,,,,deny,manual,1200.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,Olive,Option 2,Hand Stitching,,,CF8,,,,deny,manual,1600.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,CoffeeBrown,Option 2,Machine Stitching,,,CF9,,,,deny,manual,1200.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Option 1,CoffeeBrown,Option 2,Hand Stitching,,,CF10,,,,deny,manual,1600.00,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clipper-fold-wallet,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card slots which hold 2 cards each– 1 interior pocket for coins– 1 interior bill slots which holds multiple bills,Joe's Venture,,,,FALSE,Title,Default Title,,,,,,,,,deny,manual,1300.0,,TRUE,TRUE,,,,,FALSE,The JLG Clipper Fold Wallet,Clipper Fold Wallet for the minimalist. It is made from 100% full grain leather which has a gorgeous rich pull up. This wallet will last you many years and is handcrafted to ensure maximum quality and durability. Features:– 100% handcrafted– Option of Machine Stitched or Hand Stitched– Fair trade made– 3 interior card ,,,,,new,,,,,,draft
clutch,CÁNE No.4 - La Nuit,"A rare whisper of sophistication. Handwoven cane and buttery leather combine in a minimalist clutch, small yet impactful. Designed to slip effortlessly into your hand or under your arm, it elevates evenings with quiet, tactile elegance. This bag is crafted exclusively for you upon order. Lead time to make 4-6 weeks.",Joe's Venture,,Clutch Bags,,FALSE,Title,Default Title,,,,,JV-B-C-LN1-BB-0,,,,deny,manual,3750.00,,TRUE,TRUE,,,,,FALSE,CÁNE No.4 - La Nuit,"A rare whisper of sophistication. Handwoven cane and buttery leather combine in a minimalist clutch, small yet impactful. Designed to slip effortlessly into your hand or under your arm, it elevates evenings with quiet, tactile elegance. This bag is crafted exclusively for you upon order. Lead time to make 4-6 weeks.",,,,,new,,,,,,draft
cow-nubuck-buttoned-jacket,Cow Nubuck Buttoned Jacket Size 52,"Timelessly refined and versatile, the Cow Nubuck Buttoned Jacket is a contemporary interpretation of classic outerwear. Crafted from premium nubuck leather in a deep, earthy brown, this jacket combines understated luxury with rugged durability, making it an essential piece for any discerning wardrobe. Features include: A button-front closure for a clean and traditional aesthetic. A leather-trimmed collar that adds contrast and elevates the design. A chest zip pocket for a touch of practicality and modern style. Slanted front pockets for both utility and sophistication. Expert tailoring with reinforced seams for long-lasting wear and a structured silhouette. Designed for those who appreciate enduring style and exceptional craftsmanship, this jacket seamlessly adapts to various settings, whether you're heading to a casual outing or a smart-casual event. Its timeless appeal ensures you’ll stand out with confidence and effortless style.",Joe's Venture,,Coats & Jackets,,FALSE,Title,Default Title,,,,,,,,,deny,manual,42000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/cow-nubuck-buttoned-jacket-01-1369384429.png,1,Cow Nubuck Buttoned Jacket Size 52,FALSE,Cow Nubuck Buttoned Jacket Size 52,"Timelessly refined and versatile, the Cow Nubuck Buttoned Jacket is a contemporary interpretation of classic outerwear. Crafted from premium nubuck leather in a deep, earthy brown, this jacket combines understated luxury with rugged durability, making it an essential piece for any discerning wardrobe. Features include:",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,48,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,48,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,50,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,50,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,52,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,52,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,54,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,54,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,56,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,56,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,58,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,58,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,60,Option 2,Silk,,,,,,,deny,manual,15000.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cow-suede-ranger-jacket,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's Logo-Two YKK zipper cuffs-Long Sleeves-Two Inner Pockets-Fully Lined",Joe's Venture,,,,FALSE,Option 1,60,Option 2,English Wool,,,,,,,deny,manual,17500.00,,TRUE,TRUE,,,,,FALSE,Cow Suede Ranger jacket,"DescriptionThe Ranger Jacket is known for it's pockets that are very accessible and the short collar.It's timeless design, Bold and classic at the very same time allows you to wear it on any outfit to make your look complete.Details-Made from Egyptian cow suede-One chest pockets-two side pockets-YKK Buttons With Joe's ",,,,,new,,,,,,draft
cracked-cow-classic-202,Cracked Cow Classic 202,"For a refined take on a classic design, the Brown Leather Zip-Front Jacket offers a polished look that’s easy to style. Features include: Premium leather construction for a rich, enduring finish. Gold-tone zipper adding a subtle, elevated accent. Classic shirt collar providing a timeless, versatile silhouette. Zip chest pocket and side pockets for both functionality and style. Adjustable cuffs ensuring a tailored fit and added comfort. Fully lined interior to keep you warm and comfortable in cooler weather. Wear it over a button-down for a smart casual vibe or pair it with a simple tee for a relaxed yet sophisticated look.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/cracked-cow-classic-202-01-86cf384fe0.png,1,Cracked Cow Classic 202,FALSE,Cracked Cow Classic 202,"For a refined take on a classic design, the Brown Leather Zip-Front Jacket offers a polished look that’s easy to style. Features include: Premium leather construction for a rich, enduring finish. Gold-tone zipper adding a subtle, elevated accent. Classic shirt collar providing a timeless, versatile silhouette. Zip ches",,,,,new,,,,,,draft
cropped-bustier-34-b,Cropped Bustier 34-B,"Turn heads with the striking Cropped Leather Bustier, a bold yet elegant piece designed to make a statement. Features include: Crafted from premium-quality leather for a smooth and structured finish. Contoured bust design for a flattering silhouette. Deep V-neckline for a daring and sophisticated touch. Fixed straps for a sleek and minimalistic look. Cropped length, perfect for pairing with high-waisted skirts, pants, or layering under jackets. Ideal for evening outings, edgy ensembles, or fashion-forward styling, this bustier combines timeless leather appeal with contemporary design.",Joe's Venture,,Vests,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,,,,FALSE,Cropped Bustier 34-B,"Turn heads with the striking Cropped Leather Bustier, a bold yet elegant piece designed to make a statement. Features include: Crafted from premium-quality leather for a smooth and structured finish. Contoured bust design for a flattering silhouette. Deep V-neckline for a daring and sophisticated touch. Fixed straps fo",,,,,new,,,,,,draft
cropped-bustier-sans-bretelle,Cropped Bustier Sans Bretelle,"For a sleek, contemporary statement that merges classic craftsmanship with modern flair, the Brown Leather Bustier Top is a bold addition to your wardrobe. Features include: Crafted from premium leather for a luxurious, polished finish. Sweetheart neckline for a flattering silhouette. Subtle front cutout for a touch of edgy style. Structured fit with light boning to enhance shape and support. Smooth interior lining for all-day comfort. Perfect for pairing with high-waisted denim or layering under a blazer, this bustier top effortlessly transitions from day to night, making it a versatile standout piece.",Joe's Venture,,Clothing Tops,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,,,,FALSE,Cropped Bustier Sans Bretelle,"For a sleek, contemporary statement that merges classic craftsmanship with modern flair, the Brown Leather Bustier Top is a bold addition to your wardrobe. Features include: Crafted from premium leather for a luxurious, polished finish. Sweetheart neckline for a flattering silhouette. Subtle front cutout for a touch of",,,,,new,,,,,,draft
cropped-cafe-racer-oil-tanned-baby-buffalo,Cropped Cafe Racer Oil-Tanned Baby Buffalo,"A modern take on a timeless classic, the Cropped Cafe Racer Oil-Tanned Baby Buffalo Jacket is crafted to perfection for those who value understated elegance and exceptional quality. Made from premium oil-tanned baby buffalo leather, this cropped design is a versatile addition to your wardrobe, offering both style and durability. Features include: Premium oil-tanned baby buffalo leather, known for its soft texture and long-lasting finish. Classic Cafe Racer collar with a sleek, minimalist profile for a bold yet refined look. Zippered chest and side pockets, combining practicality with clean design. Epaulette details on the shoulders, adding a subtle nod to traditional biker style. Cropped silhouette, perfect for pairing with high-waisted trousers or skirts for a modern edge. Designed for those who embrace effortless style, this jacket transitions seamlessly from casual outings to elevated occasions, ensuring you make a statement wherever you go.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,,,,FALSE,Cropped Cafe Racer Oil-Tanned Baby Buffalo,"A modern take on a timeless classic, the Cropped Cafe Racer Oil-Tanned Baby Buffalo Jacket is crafted to perfection for those who value understated elegance and exceptional quality. Made from premium oil-tanned baby buffalo leather, this cropped design is a versatile addition to your wardrobe, offering both style and d",,,,,new,,,,,,draft
dark-blue-denim-cut-vest,Dark Blue Denim-Cut Vest,"For a blend of vintage charm and modern ruggedness, the Dark Blue Denim-Cut Vest is a versatile addition to your wardrobe. Features include: Crafted from premium suede for a soft yet durable feel. Classic denim-inspired cut for timeless appeal. Secure snap-button closure with vintage-style buttons. Flap pocket on the chest for practicality and style. Dual side pockets for added functionality. Subtle plaid interior lining for a unique, hidden detail. Ideal for layering over shirts or hoodies, this vest offers a laid-back yet polished look, perfect for casual outings or transitional seasons.",Joe's Venture,,Vests,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/dark-blue-denim-cut-vest-01-4f5adca925.png,1,Dark Blue Denim-Cut Vest,FALSE,Dark Blue Denim-Cut Vest,"For a blend of vintage charm and modern ruggedness, the Dark Blue Denim-Cut Vest is a versatile addition to your wardrobe. Features include: Crafted from premium suede for a soft yet durable feel. Classic denim-inspired cut for timeless appeal. Secure snap-button closure with vintage-style buttons. Flap pocket on the c",,,,,new,,,,,,draft
